,Weight,Feature
633,0.0,Jurkat_ChIP.seq_H3K4me3_ENCSR000DVU_gappedpeak.bed
634,0.0,K562_ChIP.seq_CTCF_ENCFF002DDJ.bed
635,0.0,LNCaP_clone_FGC_ChIP.seq_H3K4me3_ENCSR000DWF_gappedpeak.bed
636,0.0,MCF.7_ChIP.seq_CTCF_ENCFF002DDK.bed
637,-0.439224952313,MCF.7_ChIP.seq_H3K4me3_ENCSR000DWJ_gappedpeak.bed
638,0.0,NB4_ChIP.seq_CTCF_ENCFF002DDL.bed
639,0.0,NB4_ChIP.seq_H3K4me3_ENCSR000DWP_gappedpeak.bed
640,0.0,foreskin_fibroblast_ChIP.seq_CTCF_ENCFF002DDM.bed
641,0.0,foreskin_fibroblast_ChIP.seq_H3K4me3_ENCSR000DWS_gappedpeak.bed
642,0.0,keratinocyte_ChIP.seq_CTCF_ENCFF002DDN.bed
643,0.0,fibroblast_of_lung_ChIP.seq_CTCF_ENCFF002DDO.bed
644,0.0,Panc1_ChIP.seq_H3K4me3_ENCSR000DXB_gappedpeak.bed
645,0.0,epithelial_cell_of_proximal_tubule_ChIP.seq_CTCF_ENCFF002DDP.bed
646,0.0,epithelial_cell_of_proximal_tubule_ChIP.seq_H3K4me3_ENCSR000DXF_gappedpeak.bed
647,0.0,bronchial_epithelial_cell_ChIP.seq_H3K36me3_ENCSR000DXH_gappedpeak.bed
648,0.0,bronchial_epithelial_cell_ChIP.seq_CTCF_ENCFF002DDQ.bed
649,0.0,bronchial_epithelial_cell_ChIP.seq_H3K4me3_ENCSR000DXJ_gappedpeak.bed
650,0.0,bronchial_epithelial_cell_ChIP.seq_H3K27me3_ENCSR000DXK_gappedpeak.bed
651,0.0,SK.N.MC_ChIP.seq_H3K4me3_ENCSR000DXL_gappedpeak.bed
652,0.0,SK.N.SH_ChIP.seq_H3K36me3_ENCSR000DXO_gappedpeak.bed
653,0.0,SK.N.SH_ChIP.seq_H3K27me3_ENCSR000DXP_gappedpeak.bed
654,0.0,SK.N.SH_ChIP.seq_CTCF_ENCFF002DDR.bed
655,0.0,SK.N.SH_ChIP.seq_H3K4me3_ENCSR000DXR_gappedpeak.bed
656,0.0,skeletal_muscle_cell_ChIP.seq_H3K4me3_ENCSR000DXT_gappedpeak.bed
657,0.0,WERI.Rb.1_ChIP.seq_H3K4me3_ENCSR000DXU_gappedpeak.bed
658,0.0,WERI.Rb.1_ChIP.seq_CTCF_ENCFF002DDS.bed
659,0.0,WI38_ChIP.seq_H3K4me3_ENCSR000DXY_gappedpeak.bed
660,0.0,WI38_ChIP.seq_H3K4me3_ENCSR000DXZ_gappedpeak.bed
661,0.0,WI38_ChIP.seq_CTCF_ENCFF002DDT.bed
662,-0.0409850594049,A549_ChIP.seq_MYC_ENCFF001VDO.bed
663,0.0,A549_ChIP.seq_CTCF_ENCFF001VDP.bed
664,0.0,A549_ChIP.seq_RAD21_ENCFF002COG.bed
665,0.0,A549_ChIP.seq_POLR2AphosphoS2_ENCFF002COF.bed
666,0.0,A549_ChIP.seq_MAX_ENCFF002COE.bed
667,0.0,A549_ChIP.seq_CEBPB_ENCFF002COD.bed
668,0.0,A549_ChIP.seq_BHLHE40_ENCFF002COC.bed
669,0.0,GM10847_ChIP.seq_POLR2A_ENCFF002COJ.bed
670,0.0,GM12878_ChIP.seq_ZNF384_ENCFF001VFW.bed
671,0.0,GM12878_ChIP.seq_ESRRA_ENCFF001VEH.bed
672,0.0492419055036,GM12878_ChIP.seq_CUX1_ENCFF001VDY.bed
673,0.0,GM12878_ChIP.seq_JUND_ENCFF001VEL.bed
674,0.0,GM12878_ChIP.seq_SREBF2_ENCFF001VFK.bed
675,0.0,GM12878_ChIP.seq_SREBF1_ENCFF001VFJ.bed
676,0.0,GM12878_ChIP.seq_MAFK_ENCFF001VEN.bed
677,0.0,GM12878_ChIP.seq_SIN3A_ENCFF002CPM.bed
678,0.0,GM12878_ChIP.seq_E2F4_ENCFF002COR.bed
679,0.0,GM12878_ChIP.seq_TBL1XR1_ENCFF002CPQ.bed
680,0.0,GM12878_ChIP.seq_MAZ_ENCFF002COX.bed
681,0.0669560011607,GM12878_ChIP.seq_ELK1_ENCFF002COT.bed
682,0.0,GM12878_ChIP.seq_RCOR1_ENCFF002COP.bed
683,0.0,GM12878_ChIP.seq_EP300_ENCFF002CPE.bed
684,0.0,GM12878_ChIP.seq_CHD1_ENCFF002CON.bed
685,0.0,GM12878_ChIP.seq_MAX_ENCFF002COW.bed
686,0.0,GM12878_ChIP.seq_EP300_ENCFF002CPF.bed
687,0.0,GM12878_ChIP.seq_MXI1_ENCFF002COY.bed
688,0.0,GM12878_ChIP.seq_BHLHE40_ENCFF002COK.bed
689,0.0,GM12878_ChIP.seq_POLR2AphosphoS2_ENCFF002CPI.bed
690,0.0,GM12878_ChIP.seq_ZNF143_ENCFF002CPW.bed
691,0.0,GM12878_ChIP.seq_STAT1_ENCFF002CPO.bed
692,0.0,GM12878_ChIP.seq_CTCF_ENCFF002COQ.bed
693,0.0,GM12878_ChIP.seq_NRF1_ENCFF002CPD.bed
694,0.0,GM12878_ChIP.seq_SMC3_ENCFF002CPN.bed
695,0.0,GM12878_ChIP.seq_EBF1_ENCFF002COS.bed
696,0.0,GM12878_ChIP.seq_CHD2_ENCFF002COO.bed
697,0.0,GM12878_ChIP.seq_BRCA1_ENCFF002COL.bed
698,0.0,GM12878_ChIP.seq_USF2_ENCFF002CPT.bed
699,0.0,GM12878_ChIP.seq_STAT3_ENCFF002CPP.bed
700,0.186932304479,GM12878_ChIP.seq_RFX5_ENCFF002CPL.bed
701,0.0,GM12878_ChIP.seq_IRF3_ENCFF001VEK.bed
702,0.0,GM12878_ChIP.seq_NFE2_ENCFF002COZ.bed
703,0.0,GM12878_ChIP.seq_TBP_ENCFF002CPR.bed
704,0.0,GM12878_ChIP.seq_WRNIP1_ENCFF002CPU.bed
705,0.0,GM12878_ChIP.seq_RAD21_ENCFF002CPK.bed
706,0.0,GM12878_ChIP.seq_POLR2A_ENCFF002CPG.bed
707,0.0,GM12878_ChIP.seq_RELA_ENCFF002CPA.bed
708,0.0,GM12891_ChIP.seq_POLR2A_ENCFF002CQA.bed
709,0.0,GM12892_ChIP.seq_POLR2A_ENCFF002CQC.bed
710,0.0,GM12892_ChIP.seq_RELA_ENCFF002CQB.bed
711,0.0,GM15510_ChIP.seq_POLR2A_ENCFF002CQE.bed
712,0.0,GM18505_ChIP.seq_POLR2A_ENCFF002CQG.bed
713,0.0,GM18526_ChIP.seq_POLR2A_ENCFF002CQI.bed
714,0.0,GM18951_ChIP.seq_POLR2A_ENCFF002CQK.bed
715,0.0,GM18951_ChIP.seq_RELA_ENCFF002CQJ.bed
716,0.0,GM19099_ChIP.seq_POLR2A_ENCFF002CQM.bed
717,0.0,GM19193_ChIP.seq_POLR2A_ENCFF002CQO.bed
718,0.0,GM19193_ChIP.seq_RELA_ENCFF002CQN.bed
719,0.0,H1.hESC_ChIP.seq_SIN3A_ENCFF002CRF.bed
720,0.0,H1.hESC_ChIP.seq_GTF2F1_ENCFF002CQX.bed
721,0.0,H1.hESC_ChIP.seq_BACH1_ENCFF002CQP.bed
722,0.0,H1.hESC_ChIP.seq_MXI1_ENCFF002CRB.bed
723,0.0,H1.hESC_ChIP.seq_MAFK_ENCFF002CQZ.bed
724,0.0,H1.hESC_ChIP.seq_CHD2_ENCFF002CQT.bed
725,0.0,H1.hESC_ChIP.seq_CHD1_ENCFF002CQS.bed
726,0.0,H1.hESC_ChIP.seq_CEBPB_ENCFF002CQR.bed
727,0.0,H1.hESC_ChIP.seq_ZNF143_ENCFF002CRJ.bed
728,0.0,H1.hESC_ChIP.seq_BRCA1_ENCFF002CQQ.bed
729,0.0,H1.hESC_ChIP.seq_MYC_ENCFF002CQV.bed
730,0.40296448164,H1.hESC_ChIP.seq_JUND_ENCFF002CQY.bed
731,0.0,H1.hESC_ChIP.seq_JUN_ENCFF002CQU.bed
732,0.0,H1.hESC_ChIP.seq_TBP_ENCFF002CRH.bed
733,0.0,H1.hESC_ChIP.seq_NRF1_ENCFF002CRC.bed
734,0.0,H1.hESC_ChIP.seq_USF2_ENCFF002CRI.bed
735,0.39055204995,H1.hESC_ChIP.seq_RAD21_ENCFF002CRD.bed
736,0.0,H1.hESC_ChIP.seq_RFX5_ENCFF002CRE.bed
737,0.0,HeLa.S3_ChIP.seq_HCFC1_ENCFF001VIN.bed
738,0.0,HeLa.S3_ChIP.seq_ELK1_ENCFF002CSJ.bed
739,0.0,HeLa.S3_ChIP.seq_ZKSCAN1_ENCFF002CTO.bed
740,0.0,HeLa.S3_ChIP.seq_MAFK_ENCFF002CSQ.bed
741,0.0,HeLa.S3_ChIP.seq_MAZ_ENCFF002CSS.bed
742,0.0,HeLa.S3_ChIP.seq_RCOR1_ENCFF002CSF.bed
743,0.0,HeLa.S3_ChIP.seq_MAX_ENCFF002CSR.bed
744,0.0,HeLa.S3_ChIP.seq_ZNF143_ENCFF002CTP.bed
745,0.0,HeLa.S3_ChIP.seq_CHD2_ENCFF002CSC.bed
746,0.0,HeLa.S3_ChIP.seq_SUPT20H_ENCFF002CTF.bed
747,0.0,HeLa.S3_ChIP.seq_KAT2A_ENCFF001VIK.bed
748,0.0361582143017,HeLa.S3_ChIP.seq_SMC3_ENCFF002CTE.bed
749,0.0,HeLa.S3_ChIP.seq_POLR2AphosphoS2_ENCFF002CSZ.bed
750,0.0,HeLa.S3_ChIP.seq_MXI1_ENCFF002CST.bed
751,0.0,HeLa.S3_ChIP.seq_EP300_ENCFF002CSX.bed
752,0.0,HeLa.S3_ChIP.seq_USF2_ENCFF002CTN.bed
753,0.0,HeLa.S3_ChIP.seq_RFX5_ENCFF002CTC.bed
754,0.0,HeLa.S3_ChIP.seq_PRDM1_ENCFF002CTA.bed
755,0.0,HeLa.S3_ChIP.seq_GTF2F1_ENCFF002CSL.bed
756,0.0,HeLa.S3_ChIP.seq_CEBPB_ENCFF002CSA.bed
757,0.0,HeLa.S3_ChIP.seq_BRCA1_ENCFF002CRW.bed
758,0.0,HeLa.S3_ChIP.seq_STAT3_ENCFF002CTH.bed
759,0.0,HeLa.S3_ChIP.seq_TBP_ENCFF002CTI.bed
760,0.222349043121,HeLa.S3_ChIP.seq_RAD21_ENCFF002CTB.bed
761,0.0,HeLa.S3_ChIP.seq_IRF3_ENCFF002CSO.bed
762,0.0,HeLa.S3_ChIP.seq_JUN_ENCFF002CSD.bed
763,0.0,HeLa.S3_ChIP.seq_JUND_ENCFF002CSP.bed
764,0.0,HeLa.S3_ChIP.seq_NRF1_ENCFF002CSW.bed
765,0.0,HeLa.S3_ChIP.seq_SMARCB1_ENCFF002CSN.bed
766,0.0,HeLa.S3_ChIP.seq_SMARCC2_ENCFF002CRU.bed
767,0.0,HeLa.S3_ChIP.seq_SMARCC1_ENCFF002CRT.bed
768,0.0,HepG2_ChIP.seq_MAZ_ENCFF002CUK.bed
769,0.0,HepG2_ChIP.seq_CEBPZ_ENCFF001VJY.bed
770,0.0,HepG2_ChIP.seq_ARID3A_ENCFF002CTS.bed
771,0.0,HepG2_ChIP.seq_RCOR1_ENCFF002CTZ.bed
772,0.0,HepG2_ChIP.seq_MAX_ENCFF002CUJ.bed
773,-0.072165970594,HepG2_ChIP.seq_BHLHE40_ENCFF002CTT.bed
774,0.0,HepG2_ChIP.seq_MXI1_ENCFF002CUL.bed
775,0.0,HepG2_ChIP.seq_EP300_ENCFF002CUN.bed
776,0.0,HepG2_ChIP.seq_SMC3_ENCFF002CUU.bed
777,0.0,HepG2_ChIP.seq_POLR2AphosphoS2_ENCFF002CUR.bed
778,0.0,HepG2_ChIP.seq_BRCA1_ENCFF002CTU.bed
779,0.0,HepG2_ChIP.seq_MAFK_ENCFF002CUI.bed
780,0.0,HepG2_ChIP.seq_RFX5_ENCFF002CUT.bed
781,0.0,HepG2_ChIP.seq_MAFK_ENCFF002CUH.bed
782,0.0,HepG2_ChIP.seq_MAFF_ENCFF002CUG.bed
783,0.0,HepG2_ChIP.seq_CHD2_ENCFF002CTX.bed
784,0.0,HepG2_ChIP.seq_CEBPB_ENCFF002CTW.bed
785,0.0,HepG2_ChIP.seq_USF2_ENCFF002CUZ.bed
786,0.0,HepG2_ChIP.seq_RAD21_ENCFF002CUS.bed
787,0.0,HepG2_ChIP.seq_NRF1_ENCFF002CUM.bed
788,-0.0391318675617,HepG2_ChIP.seq_JUND_ENCFF002CUF.bed
789,0.0,HepG2_ChIP.seq_IRF3_ENCFF002CUE.bed
790,0.0,HepG2_ChIP.seq_JUN_ENCFF002CTY.bed
791,0.0,HepG2_ChIP.seq_TBP_ENCFF002CUW.bed
792,0.0,HepG2_ChIP.seq_POLR2A_ENCFF002CUQ.bed
793,0.0,HepG2_ChIP.seq_SREBF1_ENCFF002CUV.bed
794,0.0,HepG2_ChIP.seq_POLR2A_ENCFF002CUP.bed
795,0.0,HepG2_ChIP.seq_PPARGC1A_ENCFF002CUO.bed
796,0.0,HepG2_ChIP.seq_HSF1_ENCFF002CUD.bed
797,0.0,HepG2_ChIP.seq_HNF4A_ENCFF002CUC.bed
798,0.0,HepG2_ChIP.seq_NR3C1_ENCFF002CUB.bed
799,0.0,HepG2_ChIP.seq_ESRRA_ENCFF002CUA.bed
800,0.0,HepG2_ChIP.seq_CEBPB_ENCFF002CTV.bed
801,0.0,endothelial_cell_of_umbilical_vein_ChIP.seq_MAX_ENCFF002CVE.bed
802,0.0,endothelial_cell_of_umbilical_vein_ChIP.seq_JUN_ENCFF002CVC.bed
803,0.0,endothelial_cell_of_umbilical_vein_ChIP.seq_POLR2A_ENCFF002CVF.bed
804,0.0,IMR.90_ChIP.seq_CHD1_ENCFF001VLM.bed
805,0.0,IMR.90_ChIP.seq_RFX5_ENCFF001VLV.bed
806,0.0,IMR.90_ChIP.seq_MXI1_ENCFF001VLS.bed
807,0.0704327888936,IMR.90_ChIP.seq_MAZ_ENCFF001VLR.bed
808,-0.0166598482634,IMR.90_ChIP.seq_RCOR1_ENCFF001VLO.bed
809,0.0,IMR.90_ChIP.seq_MAFK_ENCFF002CVI.bed
810,0.0,IMR.90_ChIP.seq_CTCF_ENCFF002CVH.bed
811,0.0,IMR.90_ChIP.seq_RAD21_ENCFF002CVK.bed
812,0.0,IMR.90_ChIP.seq_POLR2A_ENCFF002CVJ.bed
813,0.0,IMR.90_ChIP.seq_CEBPB_ENCFF002CVG.bed
814,0.0,K562_ChIP.seq_HCFC1_ENCFF001VNH.bed
815,0.0,K562_ChIP.seq_CUX1_ENCFF001VMG.bed
816,0.0,K562_ChIP.seq_ZNF384_ENCFF001VPP.bed
817,0.0,K562_ChIP.seq_ZMIZ1_ENCFF001VPQ.bed
818,0.0,K562_ChIP.seq_ZC3H11A_ENCFF001VPK.bed
819,0.0,K562_ChIP.seq_JUN_ENCFF001VMO.bed
820,0.0,K562_ChIP.seq_GATA1_ENCFF001VND.bed
821,0.0,K562_ChIP.seq_ELK1_ENCFF002CWO.bed
822,0.0,K562_ChIP.seq_MAX_ENCFF002CXD.bed
823,0.0,K562_ChIP.seq_UBTF_ENCFF002CYN.bed
824,0.248512732991,K562_ChIP.seq_MAZ_ENCFF002CXE.bed
825,0.0,K562_ChIP.seq_ARID3A_ENCFF002CVL.bed
826,0.0,K562_ChIP.seq_UBTF_ENCFF002CYO.bed
827,0.0,K562_ChIP.seq_TBL1XR1_ENCFF002CYI.bed
828,0.0,K562_ChIP.seq_TBL1XR1_ENCFF002CYJ.bed
829,0.0,K562_ChIP.seq_RCOR1_ENCFF002CWJ.bed
830,0.0,K562_ChIP.seq_BACH1_ENCFF002CVO.bed
831,0.0,K562_ChIP.seq_EP300_ENCFF002CXL.bed
832,0.0,K562_ChIP.seq_POLR2AphosphoS2_ENCFF002CXS.bed
833,0.0,K562_ChIP.seq_RCOR1_ENCFF002CWK.bed
834,0.0,K562_ChIP.seq_JUN_ENCFF002CVY.bed
835,0.0,K562_ChIP.seq_MAFF_ENCFF002CXB.bed
836,0.0,K562_ChIP.seq_MYC_ENCFF002CWH.bed
837,0.0,K562_ChIP.seq_IRF1_ENCFF002CWX.bed
838,0.0,K562_ChIP.seq_IRF1_ENCFF002CWW.bed
839,0.0,K562_ChIP.seq_CTCF_ENCFF002CWL.bed
840,0.0,K562_ChIP.seq_JUND_ENCFF002CWZ.bed
841,0.0,K562_ChIP.seq_RFX5_ENCFF002CXV.bed
842,0.0,K562_ChIP.seq_ZNF143_ENCFF002CYR.bed
843,0.0,K562_ChIP.seq_NFYB_ENCFF002CXJ.bed
844,0.0,K562_ChIP.seq_NFYA_ENCFF002CXI.bed
845,0.0,K562_ChIP.seq_MYC_ENCFF002CWF.bed
846,0.0,K562_ChIP.seq_IRF1_ENCFF002CWY.bed
847,0.0,K562_ChIP.seq_IRF1_ENCFF002CWV.bed
848,0.0,K562_ChIP.seq_BHLHE40_ENCFF002CVQ.bed
849,0.0,K562_ChIP.seq_SMC3_ENCFF002CYA.bed
850,0.0,K562_ChIP.seq_MAFK_ENCFF002CXC.bed
851,0.0,K562_ChIP.seq_EP300_ENCFF001VOB.bed
852,0.0,K562_ChIP.seq_MXI1_ENCFF002CXF.bed
853,0.0,K562_ChIP.seq_TBP_ENCFF002CYK.bed
854,0.0,K562_ChIP.seq_TAL1_ENCFF002CYH.bed
855,0.0,K562_ChIP.seq_GTF2F1_ENCFF002CWS.bed
856,0.0,K562_ChIP.seq_CHD2_ENCFF002CVX.bed
857,0.0,K562_ChIP.seq_CEBPB_ENCFF002CVV.bed
858,0.0,K562_ChIP.seq_POLR2AphosphoS2_ENCFF002DDU.bed
859,0.0,K562_ChIP.seq_USF2_ENCFF002CYP.bed
860,0.0,K562_ChIP.seq_NRF1_ENCFF002CXK.bed
861,0.0,K562_ChIP.seq_STAT1_ENCFF002CYE.bed
862,0.0,K562_ChIP.seq_STAT1_ENCFF002CYD.bed
863,0.0,K562_ChIP.seq_POLR2A_ENCFF002CXQ.bed
864,0.0,K562_ChIP.seq_SMARCB1_ENCFF002CWU.bed
865,0.0,K562_ChIP.seq_SMARCA4_ENCFF002CVT.bed
866,0.0,K562_ChIP.seq_POLR2A_ENCFF002CXO.bed
867,0.0,K562_ChIP.seq_POLR3G_ENCFF002CXT.bed
868,0.2755868136,NB4_ChIP.seq_MYC_ENCFF002CZO.bed
869,0.0,NB4_ChIP.seq_MAX_ENCFF002CZP.bed
870,0.0,SK.N.SH_ChIP.seq_EP300_ENCFF001VRB.bed
871,0.0,SK.N.SH_ChIP.seq_SMC3_ENCFF001VRE.bed
872,0.0,SK.N.SH_ChIP.seq_RAD21_ENCFF001VRC.bed
873,0.0,SK.N.SH_ChIP.seq_RFX5_ENCFF001VRD.bed
874,0.0,SK.N.SH_ChIP.seq_NRF1_ENCFF001VRA.bed
875,0.0,SK.N.SH_ChIP.seq_MXI1_ENCFF001VQZ.bed
876,0.0,SK.N.SH_ChIP.seq_JUND_ENCFF001VQY.bed
877,-0.0930136248403,SK.N.SH_ChIP.seq_CTCF_ENCFF001VQX.bed
878,0.0,GM08714_ChIP.seq_ZNF274_ENCFF002COH.bed
879,0.0,GM12878_ChIP.seq_IKZF1_ENCFF002COU.bed
880,0.0,GM12878_ChIP.seq_ZNF274_ENCFF002CPX.bed
881,0.0,GM12878_ChIP.seq_NR2C2_ENCFF002CPS.bed
882,0.0,GM12878_ChIP.seq_YY1_ENCFF002CPV.bed
883,0.0,H1.hESC_ChIP.seq_ZNF274_ENCFF001VHI.bed
884,0.0,H1.hESC_ChIP.seq_CTBP2_ENCFF002CQW.bed
885,0.0,H1.hESC_ChIP.seq_MAX_ENCFF002CRA.bed
886,0.0,H1.hESC_ChIP.seq_SUZ12_ENCFF002CRG.bed
887,0.0,HCT116_ChIP.seq_H3K4me1_ENCFF001VCN.bed
888,0.0,HCT116_ChIP.seq_H3K27ac_ENCFF001VCO.bed
889,0.0,HCT116_ChIP.seq_POLR2A_ENCFF002CRK.bed
890,0.0,HCT116_ChIP.seq_TCF7L2_ENCFF002CRL.bed
891,0.0,HEK293_ChIP.seq_TCF7L2_ENCFF002CRP.bed
892,0.0,HEK293_ChIP.seq_TRIM28_ENCFF002CRN.bed
893,0.0,HEK293_ChIP.seq_ELK4_ENCFF002CRM.bed
894,-0.0782064368892,HEK293_ChIP.seq_ZNF263_ENCFF002CRQ.bed
895,0.0,HeLa.S3_ChIP.seq_TCF7L2_ENCFF002CTK.bed
896,0.0,HeLa.S3_ChIP.seq_TCF7L2_ENCFF002CTJ.bed
897,0.0,HeLa.S3_ChIP.seq_ZNF274_ENCFF002CTQ.bed
898,0.0,HeLa.S3_ChIP.seq_ELK4_ENCFF002CSK.bed
899,0.0,HeLa.S3_ChIP.seq_E2F1_ENCFF002CSG.bed
900,0.0,HeLa.S3_ChIP.seq_E2F6_ENCFF002CSI.bed
901,0.0,HeLa.S3_ChIP.seq_E2F4_ENCFF002CSH.bed
902,0.0,HeLa.S3_ChIP.seq_HA.E2F1_ENCFF002CSM.bed
903,0.0,HeLa.S3_ChIP.seq_NR2C2_ENCFF002CTM.bed
904,0.0,HepG2_ChIP.seq_TCF7L2_ENCFF002CUX.bed
905,0.0,HepG2_ChIP.seq_ZNF274_ENCFF002CVA.bed
906,0.0,HepG2_ChIP.seq_NR2C2_ENCFF002CUY.bed
907,0.0,endothelial_cell_of_umbilical_vein_ChIP.seq_FOS_ENCFF002CVB.bed
908,0.0,endothelial_cell_of_umbilical_vein_ChIP.seq_GATA2_ENCFF002CVD.bed
909,0.0,K562_ChIP.seq_ZNF274_ENCFF002CYU.bed
910,0.0,K562_ChIP.seq_TRIM28_ENCFF002CXA.bed
911,0.0,K562_ChIP.seq_SETDB1_ENCFF002CXX.bed
912,0.0,K562_ChIP.seq_ZNF274_ENCFF002CYT.bed
913,0.0,K562_ChIP.seq_YY1_ENCFF002CYQ.bed
914,0.0,K562_ChIP.seq_GATA2_ENCFF002CWQ.bed
915,0.0,K562_ChIP.seq_NR2C2_ENCFF002CYM.bed
916,0.0,K562_ChIP.seq_SETDB1_ENCFF002CXY.bed
917,0.0,K562_ChIP.seq_E2F6_ENCFF002CWN.bed
918,0.0,K562_ChIP.seq_E2F4_ENCFF002CWM.bed
919,0.0,K562_ChIP.seq_GATA1_ENCFF002CWP.bed
920,0.0,K562_ChIP.seq_ZNF263_ENCFF002CYS.bed
921,0.0,MCF.7_ChIP.seq_H3K36me3_ENCFF001VCW.bed
922,0.0,MCF.7_ChIP.seq_H3K27me3_ENCFF001VCV.bed
923,0.0,MCF.7_ChIP.seq_H3K9me3_ENCFF001VCT.bed
924,0.0,MCF.7_ChIP.seq_H3K27ac_ENCFF001VCU.bed
925,0.0,MCF.7_ChIP.seq_GATA3_ENCFF002CZK.bed
926,0.0,MCF.7_ChIP.seq_TCF7L2_ENCFF002CZM.bed
927,0.0,MCF.7_ChIP.seq_ZNF217_ENCFF002CZN.bed
928,0.0,MCF.7_ChIP.seq_GATA3_ENCFF002CZJ.bed
929,0.0,MCF.7_ChIP.seq_HA.E2F1_ENCFF002CZL.bed
930,0.0,NT2.D1_ChIP.seq_ZNF274_ENCFF002CZT.bed
931,0.0,NT2.D1_ChIP.seq_H3K9me3_ENCFF001VCX.bed
932,0.0,NT2.D1_ChIP.seq_H3K4me1_ENCFF001VCZ.bed
933,0.0,NT2.D1_ChIP.seq_H3K36me3_ENCFF001VDA.bed
934,0.0,NT2.D1_ChIP.seq_H3K9ac_ENCFF001VDC.bed
935,0.0,NT2.D1_ChIP.seq_H3K4me3_ENCFF001VDB.bed
936,0.0,NT2.D1_ChIP.seq_H3K27me3_ENCFF001VCY.bed
937,0.0,NT2.D1_ChIP.seq_YY1_ENCFF002CZS.bed
938,0.0,NT2.D1_ChIP.seq_SUZ12_ENCFF002CZR.bed
939,0.0,Panc1_ChIP.seq_H3K4me3_ENCFF001VDE.bed
940,0.0,Panc1_ChIP.seq_H3K4me1_ENCFF001VDD.bed
941,-0.0255537445547,Panc1_ChIP.seq_H3K27ac_ENCFF001VDF.bed
942,0.319178753896,Panc1_ChIP.seq_TCF7L2_ENCFF002CZU.bed
943,0.0,erythroblast_ChIP.seq_POLR2A_ENCFF002CZW.bed
944,0.0,erythroblast_ChIP.seq_GATA1_ENCFF002CZV.bed
945,0.0,erythroblast_ChIP.seq_GATA1_ENCFF002CZX.bed
946,0.0,mononuclear_cell_ChIP.seq_H3K4me3_ENCFF001VDG.bed
947,0.0,mononuclear_cell_ChIP.seq_H3K9me3_ENCFF001VDJ.bed
948,-0.0612459742697,mononuclear_cell_ChIP.seq_H3K4me1_ENCFF001VDI.bed
949,0.244614197309,mononuclear_cell_ChIP.seq_H3K27me3_ENCFF001VDH.bed
950,0.0,Raji_ChIP.seq_POLR2A_ENCFF002CZY.bed
951,0.0,SH.SY5Y_ChIP.seq_GATA3_ENCFF002DAA.bed
952,0.0,SH.SY5Y_ChIP.seq_GATA2_ENCFF002CZZ.bed
953,0.170285973831,U2OS_ChIP.seq_TRIM28_ENCFF002DAB.bed
954,0.0,U2OS_ChIP.seq_SETDB1_ENCFF002DAC.bed
955,0.0,U2OS_ChIP.seq_H3K36me3_ENCFF001VDK.bed
956,0.201622601461,U2OS_ChIP.seq_H3K9me3_ENCFF001VDL.bed
957,0.0,GM12878_ChIP.seq_POLR3G_ENCFF002CPJ.bed
958,0.0,GM12878_ChIP.seq_JUND_ENCFF002COV.bed
959,0.0,GM12878_ChIP.seq_POLR2A_ENCFF002CPH.bed
960,0.0,GM12878_ChIP.seq_FOS_ENCFF002COM.bed
961,0.0,HEK293_ChIP.seq_POLR2A_ENCFF002CRO.bed
962,0.0,HeLa.S3_ChIP.seq_SMARCA4_ENCFF002CRZ.bed
963,0.0,HeLa.S3_ChIP.seq_MYC_ENCFF002CSE.bed
964,0.0,HeLa.S3_ChIP.seq_FOS_ENCFF002CSB.bed
965,0.0,HeLa.S3_ChIP.seq_MAX_ENCFF001VIT.bed
966,0.0,HeLa.S3_ChIP.seq_STAT1_ENCFF002CTG.bed
967,0.0,HeLa.S3_ChIP.seq_POLR2A_ENCFF002CSY.bed
968,0.0,HepG2_ChIP.seq_SREBF2_ENCFF001VLB.bed
969,0.0,HepG2_ChIP.seq_SREBF1_ENCFF001VLA.bed
970,0.0,HepG2_ChIP.seq_POLR2A_ENCFF001VKU.bed
971,0.0,K562_ChIP.seq_JUN_ENCFF002CWA.bed
972,0.0,K562_ChIP.seq_MYC_ENCFF002CWG.bed
973,0.0,K562_ChIP.seq_MYC_ENCFF002CWE.bed
974,0.0,K562_ChIP.seq_JUN_ENCFF002CWB.bed
975,0.0,K562_ChIP.seq_JUN_ENCFF002CVZ.bed
976,0.0,K562_ChIP.seq_XRCC4_ENCFF001VPI.bed
977,0.0,K562_ChIP.seq_RAD21_ENCFF002CXU.bed
978,0.0,K562_ChIP.seq_MAX_ENCFF001VNT.bed
979,0.0,K562_ChIP.seq_NFE2_ENCFF002CXH.bed
980,0.0,K562_ChIP.seq_MYC_ENCFF002CWI.bed
981,0.0,K562_ChIP.seq_JUN_ENCFF002CWC.bed
982,0.0,K562_ChIP.seq_FOS_ENCFF002CVW.bed
983,0.0,K562_ChIP.seq_POLR2A_ENCFF002CXR.bed
984,0.0,NB4_ChIP.seq_POLR2A_ENCFF002CZQ.bed
985,0.0,K562_ChIP.seq_STAT2_ENCFF002CYF.bed
986,0.0,K562_ChIP.seq_STAT1_ENCFF002CYC.bed
987,0.0,K562_ChIP.seq_STAT1_ENCFF002CYB.bed
988,0.0,K562_ChIP.seq_POLR2A_ENCFF002CXP.bed
989,0.0,K562_ChIP.seq_POLR2A_ENCFF002CXN.bed
990,0.0,K562_ChIP.seq_POLR2A_ENCFF002CXM.bed
